SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,IsLuxury
1201.61,2.787567412,1,914.77,37.18,5.19,87.97,14.17,95.97,2.29,5.09,8.88,5.07,0
975.39,1.962251477,3,398.81,28.83,5.85,57.76,2.56,86.58,1.0,3.37,5.14,6.69,1
1216.33,4.233364334,4,298.63,11.06,10.0,10.06,13.57,99.9,1.36,7.31,6.96,5.67,1
1319.82,2.760656615,3,492.75,21.5,10.0,37.36,18.76,99.9,1.41,7.96,10.0,10.0,1
550.0,2.393027765,4,480.89,0.75,9.44,65.57,21.56,99.9,0.76,4.01,6.39,6.29,0
972.44,1.151764321,3,181.58,72.18,7.29,38.06,35.95,94.53,1.51,4.36,3.3,7.42,0
1359.74,4.066257231,3,15.23,11.51,6.75,54.11,1.83,96.67,0.23,7.68,9.96,8.09,1
550.0,2.657590041,4,282.17,37.25,7.16,78.8,12.19,95.99,1.4,2.66,5.99,6.48,1
751.96,2.441461375,4,810.74,14.93,8.3,4.06,21.83,94.71,1.59,5.53,4.39,7.27,0
793.64,1.450101829,3,183.3,2.97,7.15,96.62,15.42,84.6,0.96,1.75,3.68,6.37,0
1052.21,1.82740415,3,644.02,36.63,8.25,60.33,13.81,92.85,2.82,4.08,6.86,5.1,1
1360.01,1.788751584,2,165.16,37.04,4.89,77.89,10.63,88.16,1.85,3.75,3.83,8.62,1
980.67,2.523725297,4,301.67,0.73,9.82,11.19,21.57,99.9,1.65,4.68,5.47,6.24,1
559.28,1.0,1,251.26,54.37,4.22,63.4,58.14,89.89,2.54,3.14,8.54,5.97,0
638.87,1.165301113,2,418.58,22.36,6.47,139.46,29.92,98.38,1.64,3.63,3.12,4.55,0
796.16,1.0,2,319.94,62.82,6.02,15.28,31.1,92.65,1.33,4.46,7.28,5.49,0
810.88,2.708799163,2,413.01,45.42,3.96,76.84,17.03,94.36,1.81,4.12,9.89,3.69,0
796.19,3.477119693,4,1088.34,53.34,4.84,37.92,11.24,91.83,1.54,6.27,6.61,4.46,1
1032.01,2.388750624,4,402.07,16.69,9.03,24.28,0.04,95.91,3.08,4.18,4.32,6.08,1
973.81,1.0,3,615.27,25.84,3.26,95.66,16.67,86.14,1.42,4.92,6.08,5.24,0
1645.35,2.511600878,2,560.93,7.52,9.15,27.54,5.29,92.67,0.93,5.76,7.55,8.85,0
909.24,1.269679965,2,432.83,44.97,4.53,29.12,11.26,96.61,1.87,5.59,3.91,4.57,0
722.64,2.159495199,4,254.76,40.79,4.4,81.42,46.05,94.02,1.9,4.24,10.0,7.0,1
1411.64,2.950652426,3,247.03,21.64,6.11,65.61,23.17,93.73,1.4,5.33,7.69,3.8,1
2097.51,4.41833102,3,882.41,18.33,9.18,7.47,24.52,99.9,1.0,7.55,10.0,7.68,1
906.34,3.277387326,1,344.42,33.35,5.86,80.36,19.6,99.06,1.33,8.19,3.9,6.95,0
573.09,1.0,4,71.09,25.32,8.71,64.07,25.99,99.02,1.32,7.71,4.78,6.0,1
1067.75,1.640643063,3,765.84,10.23,6.46,20.3,14.59,96.39,0.8,2.67,5.56,7.87,0
1804.67,2.444678393,4,45.76,37.4,6.2,47.95,9.73,95.39,0.66,4.2,2.88,5.98,1
1687.01,3.900964975,3,48.68,38.76,8.74,79.76,27.18,98.05,1.32,8.62,4.76,4.56,1
1246.79,3.252466349,2,691.6,11.05,9.5,55.47,20.67,88.28,0.91,5.64,10.0,9.42,0
930.22,1.0,2,347.87,30.8,5.95,35.68,43.49,98.36,0.43,3.14,6.81,6.55,0
1124.19,1.980240231,3,439.41,14.72,8.56,54.96,23.52,97.86,2.15,5.53,2.87,4.43,1
550.0,1.734906141,5,595.84,33.9,9.93,13.87,23.75,94.54,0.46,5.77,6.66,7.3,0
962.42,1.0,3,318.97,22.09,6.91,18.1,11.18,99.25,1.79,6.92,0.93,3.54,0
1628.49,3.44579065,3,615.83,19.42,7.39,25.34,26.16,94.05,2.03,6.93,8.75,7.02,1
801.11,3.872842496,4,245.59,15.0,8.62,93.89,27.18,86.05,1.68,7.63,6.49,6.59,0
683.28,2.279648581,4,683.59,40.6,7.74,20.2,4.09,98.43,1.66,5.55,10.0,8.61,1
560.16,1.0,4,414.34,13.85,2.97,20.8,24.21,94.9,1.61,3.75,6.47,4.24,0
550.0,1.0,2,111.19,17.01,1.26,26.61,27.84,95.61,2.15,3.17,2.13,5.25,0
1790.88,2.79443719,2,695.61,20.81,8.63,24.52,30.63,87.88,0.8,4.01,1.82,6.9,1
1173.04,1.741201359,3,874.51,1.41,6.33,71.7,30.62,88.87,1.64,7.28,7.13,6.68,0
1134.03,3.994336686,3,984.12,12.9,9.53,26.84,9.89,88.72,1.12,6.34,6.63,5.76,1
1950.12,1.0,1,779.68,53.97,8.92,25.09,11.14,92.74,1.42,6.19,4.38,3.54,0
550.0,1.0,2,224.19,7.13,7.44,58.18,23.58,99.9,1.61,3.0,6.3,6.4,0
1251.06,1.0,1,400.0,22.31,1.54,99.48,63.31,89.58,2.07,0.15,0.66,5.32,0
1027.16,2.300659761,4,1154.71,49.78,5.84,1.11,28.55,92.96,1.2,5.23,5.67,5.58,1
864.12,1.834820682,3,306.02,51.99,4.42,34.27,21.52,91.31,1.63,6.06,5.04,4.29,1
1055.65,1.648894681,1,592.62,10.01,7.0,33.73,28.99,96.72,1.13,3.43,5.82,5.28,0
550.0,3.99467456,4,243.47,65.17,7.15,68.12,18.77,97.9,2.58,6.29,8.77,8.4,1
1383.97,1.0,4,392.49,25.34,10.0,39.92,8.43,94.59,1.23,8.55,6.2,6.98,1
965.01,2.81199008,4,821.61,50.46,5.66,2.55,16.81,81.02,1.63,5.44,10.0,9.53,0
1411.35,1.0,3,536.63,46.86,8.51,46.74,39.78,97.16,1.46,2.33,1.34,4.24,1
550.0,1.484717198,3,172.4,18.49,8.48,38.54,9.04,96.97,1.14,2.64,9.06,4.57,0
632.87,1.216954356,3,366.7,40.08,4.08,10.57,39.98,86.55,1.76,2.0,2.67,6.34,1
550.0,1.0,3,624.06,64.12,8.9,8.35,14.67,96.9,1.87,5.3,5.81,5.93,0
1676.03,1.6756997,5,663.92,35.43,8.0,76.0,20.49,93.3,2.01,6.73,7.21,8.94,1
1681.2,2.360848428,3,265.16,30.33,9.04,29.81,30.38,89.04,1.38,5.12,9.44,5.27,1
1915.77,1.107585888,4,651.22,43.37,8.57,77.12,7.49,96.86,0.53,7.71,6.06,5.91,1
550.0,1.125123911,3,452.06,29.42,7.43,71.77,26.88,97.86,1.42,4.8,3.8,7.34,0
726.25,2.638326541,2,356.7,23.36,6.42,40.62,15.59,75.67,0.99,5.0,2.16,3.53,0
858.42,1.0,3,520.16,51.26,5.66,89.94,16.26,95.9,2.25,5.87,2.34,3.3,0
550.0,1.0,2,713.41,41.03,8.82,12.94,11.16,95.58,1.71,2.33,10.0,5.53,0
550.0,2.736382871,2,874.61,43.33,7.08,72.76,23.3,91.17,1.04,5.06,4.3,6.32,0
1614.62,3.411054319,3,450.9,44.33,6.48,51.83,18.55,92.28,1.56,5.21,0.72,3.23,1
647.66,2.903394687,2,367.76,4.44,8.68,19.34,19.02,98.24,0.74,4.44,5.52,4.14,0
1684.91,1.683653064,5,678.12,18.72,10.0,44.6,9.12,99.9,1.09,8.61,8.56,7.27,1
1841.53,1.0,3,880.97,6.79,8.77,51.95,0.59,86.39,1.99,7.17,10.0,7.49,1
550.0,1.276473826,1,688.88,45.47,2.71,78.23,14.98,91.98,1.31,1.26,4.67,8.15,1
1199.42,2.913503183,4,752.48,63.52,7.38,111.68,0.39,91.47,1.54,9.77,6.47,7.06,1
984.45,2.371191137,2,674.07,26.24,9.45,55.07,7.91,96.3,0.41,4.07,5.48,7.04,0
665.49,1.0,2,98.19,49.37,6.81,79.69,18.46,99.9,2.07,2.79,3.51,4.78,0
1535.89,2.870609621,1,41.47,32.61,6.6,6.54,0.29,94.7,1.53,6.27,3.27,5.87,1
757.98,1.0,3,76.09,17.33,4.49,41.07,0.54,98.61,1.24,4.13,7.93,7.65,0
1295.0,1.0,2,369.44,42.76,5.88,1.49,40.38,93.77,0.73,6.16,4.4,5.71,1
550.0,2.572631555,4,237.74,51.63,9.86,20.72,3.18,95.76,1.54,4.96,10.0,4.43,0
1435.02,1.117874516,2,820.63,49.85,4.33,43.35,0.23,95.63,2.37,5.22,2.33,6.57,0
1508.28,1.0,2,323.23,32.39,4.65,78.59,26.43,88.92,1.49,2.68,3.63,8.81,0
1722.21,1.039936909,3,397.88,47.86,10.0,24.29,8.57,99.9,1.28,6.82,8.56,10.0,0
690.82,1.723999447,5,983.03,50.05,9.52,25.08,1.17,96.46,2.26,6.3,3.7,6.93,0
550.0,2.35447971,3,329.86,66.59,4.53,70.71,24.27,91.93,1.43,2.7,10.0,5.94,0
1714.11,1.895955694,5,155.15,20.35,9.25,4.5,18.4,97.37,1.24,7.45,8.05,8.63,1
798.52,2.007352347,2,402.75,39.07,6.45,77.18,2.67,88.7,1.8,4.2,4.37,4.36,0
706.79,1.155115128,2,210.71,52.78,7.61,49.29,19.56,93.92,1.4,1.74,6.08,2.67,0
1432.2,2.695580743,4,981.5,33.01,6.95,35.44,5.12,93.41,1.75,7.66,5.44,8.98,1
995.76,1.666930259,2,132.59,48.1,6.58,33.69,1.58,99.9,1.61,9.01,6.08,6.37,1
1628.4,2.88028503,3,929.5,28.95,9.3,8.32,13.45,99.9,0.47,8.19,4.18,4.25,1
1637.04,2.255785388,4,554.53,8.96,10.0,18.7,3.38,99.6,1.33,6.44,3.52,3.83,1
666.65,2.356744894,4,110.8,4.65,7.96,12.1,4.85,94.21,1.41,3.02,10.0,8.35,1
671.5,1.889336923,3,481.64,52.18,10.0,55.23,15.78,99.9,0.51,4.44,8.14,6.65,0
1302.08,3.287337664,3,520.44,32.03,8.26,19.48,18.01,89.41,1.79,7.86,10.0,7.66,1
641.56,1.938466263,4,227.82,39.7,9.21,4.72,29.81,98.2,2.37,4.46,4.97,5.69,1
816.9,1.0,3,397.89,19.75,4.09,65.77,27.21,91.61,1.21,3.99,1.24,5.85,0
1218.48,2.123559782,2,428.84,35.24,7.8,22.73,3.05,99.9,0.69,5.71,8.36,6.75,1
1475.33,1.950973549,2,486.98,42.45,5.72,88.55,35.53,93.76,1.17,6.3,2.63,4.91,0
1348.39,3.596131658,4,529.29,45.88,4.04,53.64,17.06,95.14,1.61,3.26,7.9,4.57,1
1253.92,1.0,2,254.82,29.29,5.94,1.66,4.34,97.7,1.96,4.75,7.2,6.04,0
924.31,1.0,3,860.94,47.7,7.23,87.08,0.22,91.73,1.27,2.23,2.28,5.88,0
746.8,1.0,2,303.38,8.25,7.24,109.22,31.74,93.23,1.6,3.85,6.4,8.87,0
696.5,3.160257716,2,681.04,32.57,5.11,32.07,9.61,88.69,1.82,5.27,8.12,5.85,1
1216.64,1.0,5,706.24,0.11,10.0,51.22,49.81,91.66,1.15,6.64,5.58,5.98,0
1190.85,1.999828764,2,1137.73,30.75,7.22,111.7,22.38,90.98,0.13,5.55,6.87,7.01,1
684.72,1.271397969,4,783.95,49.92,7.01,14.47,14.25,88.53,0.87,4.64,3.95,10.0,1
1409.85,1.0,4,671.34,48.42,8.1,30.43,30.31,99.9,2.11,5.82,2.13,2.04,1
785.06,1.450224529,1,165.5,51.01,5.64,46.28,18.88,87.1,1.55,4.97,6.21,8.42,1
1361.71,2.258373896,2,316.54,1.4,7.39,6.09,10.87,97.02,0.77,7.31,9.68,6.45,1
550.0,1.0,3,316.28,32.55,4.56,58.96,26.33,91.82,1.5,2.32,3.94,3.79,0
550.0,3.110355645,1,420.08,32.44,5.28,45.3,35.21,91.57,2.07,3.66,7.67,7.06,0
676.94,3.106347517,4,504.16,6.87,7.54,24.54,15.51,99.2,1.79,4.27,10.0,9.65,1
1133.59,3.42562305,2,522.6,38.98,4.78,7.97,5.94,93.59,1.47,5.24,1.07,4.7,1
550.0,1.0,3,386.65,30.29,5.79,72.37,7.23,89.08,1.71,2.31,6.6,7.68,0
550.0,3.027380353,3,179.5,42.87,5.57,75.7,6.09,87.27,2.42,1.34,7.75,4.65,0
608.48,1.0,3,49.89,49.6,3.78,46.42,11.72,90.44,1.47,3.21,1.43,5.77,1
1068.57,2.315923079,3,310.47,17.17,8.0,32.5,15.93,94.22,1.59,7.35,4.82,4.49,0
1254.35,2.942562681,6,414.2,11.58,8.71,50.09,4.72,93.49,1.43,8.33,7.5,7.04,1
550.0,1.174556206,3,174.71,28.92,5.04,77.36,26.02,91.29,1.53,2.09,4.82,6.25,0
936.61,1.113771364,4,840.64,23.1,9.22,11.41,15.35,99.9,2.24,4.13,9.19,7.85,1
1934.49,2.252833613,3,227.09,66.53,5.76,35.68,8.88,89.48,1.69,5.81,6.07,8.58,1
838.91,1.694128885,1,365.87,38.95,4.63,55.46,1.36,97.37,1.42,5.45,2.29,4.99,0
550.0,1.688837923,2,544.76,14.29,2.58,71.68,3.25,87.11,1.74,3.14,6.53,7.07,0
1032.15,2.526880827,3,645.53,64.88,2.31,9.14,36.42,89.81,2.05,6.06,10.0,4.8,1
1190.52,1.53048312,2,833.55,51.05,5.04,8.38,38.14,97.07,1.6,3.42,1.91,6.83,0
752.01,1.0,4,660.36,43.6,9.03,18.97,1.83,95.47,2.39,4.89,2.9,4.8,0
1517.93,1.979825365,3,446.08,25.24,6.64,9.86,13.14,97.69,1.1,4.8,8.3,9.0,1
2047.85,2.056134273,2,667.98,28.65,9.13,42.05,4.53,99.9,1.02,5.55,6.04,4.86,0
1366.15,1.704649758,4,684.88,46.53,6.4,16.6,22.81,95.46,1.5,6.27,3.71,5.94,1
611.64,2.409814069,2,583.16,25.03,9.22,44.69,15.21,94.28,1.05,3.5,7.4,4.77,0
1447.99,3.063606776,3,601.19,3.76,8.97,60.23,14.15,95.59,1.5,4.09,8.36,8.92,0
550.0,3.741100945,3,670.25,15.53,6.68,93.8,1.6,99.9,0.4,4.35,0.7,3.5,0
550.0,1.0,2,176.41,43.13,6.83,42.89,30.68,93.5,2.34,2.29,1.48,4.01,0
693.49,1.0,3,558.93,52.08,3.57,21.29,22.61,92.49,2.68,4.09,1.83,3.81,0
1237.24,1.478187067,3,424.39,22.88,9.35,68.02,13.49,95.79,2.11,4.29,6.97,4.4,1
923.3,1.355055116,2,801.72,30.9,3.13,52.67,48.28,93.07,2.1,1.89,9.27,8.97,0
1688.74,2.099405174,2,108.4,43.37,3.92,48.56,27.05,82.71,2.23,0.63,0.05,3.11,1
1352.56,3.851260193,4,222.97,5.9,7.89,2.09,11.21,88.0,0.85,5.16,6.47,4.32,1
846.02,1.801485933,3,272.41,35.7,4.31,21.25,21.79,93.5,1.55,5.48,10.0,6.8,0
1619.61,2.977796034,2,525.23,34.42,10.0,13.99,36.61,98.96,0.51,9.42,8.44,7.0,1
1489.93,3.176080445,4,862.07,24.76,9.13,17.03,4.43,99.9,1.39,8.4,6.56,6.64,1
781.61,3.635890444,3,879.97,33.61,7.52,58.94,25.57,97.68,0.99,4.78,5.04,5.15,0
1319.52,1.0,4,259.5,38.04,5.33,112.52,4.43,88.62,1.78,5.6,6.27,6.35,1
1629.07,2.472161786,3,363.24,22.94,10.0,18.97,32.5,93.32,1.58,5.53,10.0,10.0,1
1010.84,2.452177363,4,643.57,30.64,7.51,73.02,7.96,88.69,1.02,6.85,8.56,5.6,1
658.32,1.192712947,3,306.39,35.95,7.43,55.64,22.35,99.9,1.42,6.1,6.52,5.38,1
854.64,1.573129987,3,411.4,45.77,1.78,77.16,12.73,88.76,1.29,3.28,3.5,3.92,0
866.92,2.333235281,2,490.14,28.7,5.24,29.55,7.82,83.79,2.1,5.62,7.82,3.86,0
550.0,2.546740192,3,402.61,63.25,4.53,119.05,37.86,93.91,2.15,4.29,7.06,2.07,0
942.63,1.341872761,3,628.54,40.96,8.25,61.55,10.03,98.32,1.53,4.3,7.27,4.65,1
550.0,4.963092617,3,692.32,28.71,6.8,48.35,16.95,94.63,1.44,3.42,6.13,5.09,1
550.0,2.292861002,3,838.18,24.59,5.58,37.01,35.16,93.77,1.81,3.78,4.25,6.27,0
783.68,2.430473572,2,540.28,22.14,4.85,28.55,6.84,89.6,2.39,1.52,6.22,3.11,0
550.0,1.0,4,214.55,31.67,7.53,17.8,6.54,95.53,1.7,4.15,8.2,5.93,0
550.0,3.674042056,2,145.93,10.7,6.93,8.47,9.24,92.42,1.17,5.58,4.83,6.77,1
982.47,3.49223685,2,664.33,19.43,5.01,27.53,18.15,93.97,1.6,5.39,7.91,9.9,0
1591.98,3.135391608,3,624.6,10.27,6.87,44.55,1.69,99.9,1.37,3.92,5.56,6.21,1
965.44,2.950068167,2,602.92,43.53,3.99,70.65,43.15,90.07,1.49,1.89,3.35,8.13,0
709.99,2.171777158,4,990.54,34.29,6.29,8.96,21.73,98.13,1.71,5.3,7.16,4.78,1
978.99,2.751617156,4,659.92,10.14,9.79,29.76,15.14,99.9,1.56,8.3,4.19,3.55,1
550.0,1.0,3,1004.72,31.04,6.58,59.59,5.88,90.17,1.34,2.74,8.6,6.44,0
1626.18,1.0,2,91.59,4.27,10.0,43.31,16.57,99.9,1.68,6.96,6.58,6.05,0
736.17,1.0,3,962.13,28.98,5.79,33.47,17.49,92.53,1.66,2.49,5.02,4.69,0
619.77,5.158625711,4,626.35,15.18,6.56,48.04,12.46,89.0,1.14,6.9,5.36,4.89,1
550.0,2.061927122,3,136.88,25.14,4.1,98.56,22.28,90.32,2.47,1.52,5.18,3.0,0
2027.73,2.00030168,4,468.29,0.98,6.94,46.27,30.58,90.72,1.9,5.34,8.98,9.33,1
1391.84,3.450977844,3,388.21,58.39,6.8,3.62,37.51,99.9,1.97,4.81,9.48,7.26,0
550.0,1.0,3,466.41,10.11,6.91,23.36,33.09,91.45,2.31,4.05,3.55,5.56,0
1167.52,1.940846155,4,414.24,38.18,4.66,30.2,36.04,99.68,1.28,7.1,10.0,7.42,1
660.82,3.759941146,5,347.39,5.77,6.74,2.58,23.43,99.9,1.89,6.18,2.93,6.29,1
652.65,2.076866787,4,854.55,48.39,6.04,77.11,3.21,89.19,1.62,4.06,6.05,4.65,1
1034.81,1.671628537,3,1047.28,27.22,5.3,14.56,2.88,92.12,0.99,4.51,9.03,6.35,0
1465.01,1.142443098,4,779.62,37.95,6.86,82.81,41.14,90.37,0.94,5.26,8.19,3.55,1
1327.58,3.591157149,4,206.74,34.7,8.58,41.98,23.68,92.52,1.89,5.71,2.8,6.51,1
942.19,1.927091786,3,406.44,40.42,9.01,41.4,45.32,98.32,1.05,7.68,6.45,5.05,0
1396.49,1.107197337,3,1043.53,29.86,8.28,10.68,30.15,96.6,1.72,3.01,0.89,2.92,0
1379.4,2.230783047,1,39.47,38.54,4.36,36.29,24.7,92.66,1.43,3.96,6.56,5.79,1
1222.16,1.0,4,620.8,57.28,5.77,97.86,5.6,86.51,1.15,7.51,7.29,6.93,1
1954.21,1.0,2,25.96,54.84,4.59,32.93,1.07,88.23,1.51,6.45,10.0,6.27,0
956.85,1.0,2,517.38,8.61,6.14,75.24,6.85,97.72,0.81,7.62,9.49,5.41,0
550.0,1.722831121,3,416.82,76.85,1.98,94.4,34.73,90.83,1.19,1.49,1.06,2.78,0
1461.11,2.462371011,3,561.27,26.19,8.26,88.1,32.43,95.52,1.15,6.18,2.95,5.79,0
1006.78,1.0,2,585.0,9.14,3.07,1.5,11.13,85.72,1.17,2.12,4.75,2.89,0
550.0,1.0,4,347.77,56.08,8.13,76.54,40.98,88.46,1.55,1.01,4.62,3.89,0
858.13,3.063913964,2,574.61,13.72,6.54,107.99,24.01,99.9,1.79,3.79,6.11,6.58,1
1020.35,1.0,4,114.53,28.17,6.36,7.59,39.81,90.41,1.59,2.78,6.87,4.62,1
550.0,1.709506186,3,274.94,36.12,6.0,45.06,0.59,97.96,1.33,2.65,4.0,3.69,0
550.0,1.748579274,4,374.41,25.36,8.29,71.2,8.27,93.87,1.6,5.24,3.64,7.09,1
1235.19,1.672080951,2,647.86,5.9,5.09,37.48,27.27,95.15,1.31,3.43,0.42,3.5,1
755.33,1.410790541,3,645.2,41.03,7.33,118.89,25.81,91.78,2.14,2.23,2.17,3.02,0
1128.26,2.574101471,3,827.47,29.71,7.24,89.18,3.97,94.02,2.0,5.95,8.89,6.17,1
1016.18,3.75034995,2,784.06,37.43,3.45,41.03,2.22,97.25,1.53,2.92,5.7,9.21,1
1323.84,3.767558618,1,541.45,30.8,7.17,72.15,1.95,99.7,0.99,6.12,4.51,8.73,1
711.33,1.591776387,4,60.84,33.17,2.27,38.95,21.66,87.4,2.71,2.09,7.08,7.42,0
1132.62,1.0,4,1216.87,41.11,6.47,104.55,34.0,96.14,1.63,5.53,5.6,9.37,0
550.0,1.650916683,3,36.3,33.08,7.7,0.45,17.05,94.62,1.81,4.86,6.61,8.72,0
1192.9,4.003837009,5,62.76,36.18,9.83,70.33,13.26,95.52,1.47,6.84,6.93,7.02,1
1844.28,3.040523553,2,162.8,16.41,7.23,153.57,9.12,92.56,2.27,8.75,6.92,6.58,1
918.52,1.0,1,914.78,19.65,3.53,67.74,30.11,94.24,1.5,2.81,0.15,6.17,0
763.68,2.629109497,3,769.51,25.94,7.3,2.8,10.0,90.33,1.57,3.76,2.8,5.6,1
1252.56,2.686558193,2,239.71,25.03,8.09,22.39,2.31,95.09,2.18,5.91,10.0,9.14,1
1247.08,3.372249394,5,570.02,22.63,9.05,31.55,9.34,95.26,1.75,4.91,3.76,4.97,1
1659.3,1.361319973,5,456.1,26.96,9.4,39.95,14.22,98.64,1.64,7.04,7.64,6.93,1
1134.09,3.829966391,4,313.09,48.32,9.0,80.35,19.63,93.26,0.12,5.15,4.76,6.36,1
1558.66,3.083776499,2,296.59,34.11,8.89,38.01,20.81,88.0,2.14,6.44,10.0,7.2,1
752.35,2.166951471,1,723.63,53.33,6.48,61.57,39.25,98.83,1.03,4.72,8.86,6.58,0
1050.81,2.166655185,3,864.6,47.92,10.0,0.17,19.29,89.6,1.45,5.34,2.23,6.1,1
550.0,3.053279301,4,529.33,33.16,6.41,0.52,3.55,95.95,1.43,6.51,10.0,6.16,0
628.51,3.748410855,2,500.23,11.88,6.27,15.82,47.04,89.15,1.82,4.53,3.85,4.88,0
1929.33,1.394195228,4,647.55,59.68,9.81,24.92,25.89,98.35,1.04,5.29,8.39,6.99,1
2129.83,2.629745897,5,700.12,36.77,10.0,0.83,20.87,99.9,1.43,8.97,8.32,10.0,1
699.1,2.409203887,2,160.33,74.99,6.29,86.16,33.61,97.28,1.51,1.69,2.15,3.43,0
550.0,2.696962723,3,31.81,42.39,6.41,131.09,11.39,99.9,1.04,6.42,5.01,6.37,0
550.0,1.764795563,2,466.65,37.82,8.45,49.93,10.74,89.99,1.49,4.31,7.6,9.01,0
1622.22,3.315057813,4,116.78,55.16,8.74,24.19,21.92,99.31,1.83,8.75,6.85,8.8,1
1213.01,1.818171351,4,451.41,33.95,8.01,102.68,7.17,99.9,1.48,5.84,5.93,6.2,0
647.08,3.098616902,5,5.52,34.31,7.66,18.66,32.71,98.96,1.76,5.98,6.01,2.78,1
1431.12,1.436839133,4,579.17,15.22,10.0,27.48,8.22,86.57,0.62,5.34,8.63,5.11,1
875.41,1.236400212,4,387.68,45.34,5.72,64.21,40.46,87.91,1.66,1.62,4.25,6.89,0
550.0,2.623655516,3,692.51,46.01,7.65,31.68,18.58,96.22,0.7,5.95,5.73,8.45,0
771.94,1.0,3,251.07,46.25,5.66,47.86,9.99,91.96,1.31,1.89,7.19,4.98,0
755.25,4.545475672,2,450.26,34.74,6.76,0.12,33.8,90.38,1.79,1.91,4.12,4.68,1
1855.66,1.677383727,2,627.71,57.65,8.06,61.98,21.63,98.65,1.17,4.07,3.6,2.32,0
805.65,2.055810249,1,539.13,48.83,3.45,21.07,18.09,88.33,1.38,4.79,2.91,3.27,0
550.0,3.797646934,3,644.33,29.23,9.05,0.02,12.27,95.34,1.05,6.06,2.74,7.35,0
865.23,2.379634321,3,519.56,21.44,9.01,45.04,7.5,89.93,1.76,4.74,5.93,6.92,1
550.0,2.617000348,3,1110.91,54.78,6.51,61.55,16.4,89.8,1.22,5.95,5.55,5.68,0
790.7,3.788925989,2,498.91,38.64,4.06,86.05,41.41,93.65,0.93,4.82,1.61,2.62,0
550.0,1.894376541,3,239.71,19.61,5.42,4.96,2.93,99.9,1.41,4.68,0.9,7.71,1
822.88,2.905076681,1,99.71,57.6,7.55,20.16,12.25,90.68,1.98,4.66,8.33,8.23,0
838.47,1.0,2,219.28,55.18,5.0,58.02,17.35,90.83,1.65,2.1,8.66,7.61,0
550.0,3.406887495,4,392.51,8.96,10.0,27.08,21.61,88.64,0.26,7.67,9.81,7.34,0
917.84,1.955184842,4,535.27,59.37,8.61,75.21,19.47,94.65,2.0,4.61,3.55,5.52,1
861.76,2.016768498,4,33.53,56.54,6.34,33.31,42.45,93.15,1.15,5.33,3.54,2.78,1
701.73,1.603980999,3,722.35,51.91,6.36,39.1,24.89,99.9,1.86,4.03,7.87,5.18,0
1010.05,1.107212124,3,673.64,27.42,5.1,79.32,11.09,91.13,0.11,3.28,8.19,6.35,1
1249.13,3.917201252,5,441.69,36.24,8.28,39.16,1.33,89.8,1.26,7.26,8.75,7.93,1
644.33,1.767759052,3,155.4,9.84,7.97,61.88,8.5,94.97,1.53,3.54,3.46,3.83,0
1399.45,1.357921117,3,951.7,33.02,7.15,50.91,7.19,89.61,1.84,3.92,5.43,6.61,1
1641.08,2.560884287,3,494.05,3.8,7.17,114.44,54.31,87.93,1.44,2.76,2.15,7.25,1
550.0,1.0,3,496.46,17.29,2.85,114.72,22.01,92.34,1.93,2.96,6.05,9.15,0
581.12,2.387447397,3,19.27,55.87,8.15,43.88,6.51,85.39,1.56,6.17,2.37,7.48,1
829.85,1.891653409,3,560.84,50.89,5.28,23.23,25.41,90.44,1.2,4.46,1.53,3.15,0
1686.26,2.545749249,3,631.84,24.09,7.37,18.49,4.16,89.98,1.84,5.09,10.0,10.0,1
1866.75,4.206168344,3,298.67,16.52,8.15,17.97,2.07,92.63,1.33,8.57,3.04,6.58,1
1343.92,3.083788169,2,395.96,70.11,6.56,78.95,24.21,87.94,1.2,5.36,6.56,5.64,1
1615.82,1.0,2,513.8,9.94,5.55,55.17,10.58,93.8,2.11,3.01,3.34,0.67,0
1226.96,2.969787014,4,531.09,14.93,7.7,62.42,36.45,91.28,2.07,7.96,9.67,10.0,1
550.0,2.400394039,2,355.3,45.22,7.38,97.58,35.89,91.68,1.87,2.43,2.21,4.18,0
1187.7,1.0,2,307.7,48.71,8.27,21.86,32.13,90.72,1.51,1.44,3.23,6.05,0
1520.43,2.552308477,4,659.84,37.87,6.24,19.06,18.03,99.9,0.93,7.44,5.85,8.3,1
1582.74,1.08610758,3,357.83,2.33,9.43,53.84,18.27,94.0,2.11,7.67,3.92,8.12,1
708.47,3.351500898,3,607.66,1.93,7.48,38.55,8.48,98.45,1.65,2.57,10.0,3.65,1
1152.37,2.315436854,4,1063.58,65.44,10.0,55.33,14.56,92.53,0.7,5.04,1.59,5.04,1
813.95,1.0,4,923.03,52.5,8.29,18.46,5.62,95.14,1.06,4.99,4.12,5.35,1
550.0,2.277071966,3,977.74,37.72,6.28,77.72,22.3,95.06,1.87,2.26,4.32,3.11,0
1151.07,1.70946631,4,496.72,41.12,8.01,26.01,8.42,89.57,2.29,6.21,10.0,7.13,0
1045.55,4.053617517,2,1211.93,22.97,10.0,79.71,10.99,89.09,1.55,9.33,6.79,7.12,0
550.0,1.713759828,2,480.48,19.06,6.92,13.68,30.46,91.15,1.82,3.65,5.34,3.79,0
